id,tea_bush_density,fertilizer,pesticide,sunlight_hours,humidity,max_temperature,min_temperature,avg_temperature,rainfall,monthly_rainfall,tea_quality,shoot_length,bud_density,tea_yield
11909,1000,115.6,0.49,2083,87.9,30.5,19.1,24.8,2275,189.6,0.276,5.2,334,121.7
11910,3000,154.8,4.4,2369,69.2,31.9,16.7,24.3,2020,168.3,0.139,12.3,465,224.1
11911,2000,111.1,1.13,2335,69,29,18.3,23.6,2430,202.5,0.237,14,190,175.7
11912,1500,58.8,1.99,2167,74.1,32.5,15.2,23.8,2042,170.2,0.22,10.7,374,142.7
11913,3000,155.8,1.73,2347,72.9,27.9,15.1,21.5,1474,122.8,0.271,6.7,329,241
11914,3000,125.5,3.38,1251,88.9,27.3,19.9,23.6,1381,115.1,0.12,12,221,264.7
11915,3000,51.7,2.99,2097,65,35,19.9,27.4,1944,162,0.1,14.4,322,215.8
11916,2500,141.9,0.55,2131,80.7,26.6,16.1,21.4,1144,95.3,0.291,14.7,193,198.7
11917,3000,188,3.91,1231,63.2,34.8,13.7,24.2,1577,131.4,0.154,10.2,286,263.3
11918,1500,66.7,2.2,2364,68.3,34.3,13.7,24,1653,137.8,0.267,13.5,432,133.9
11919,2500,138.6,0.01,1013,81.7,32.1,16.7,24.4,1903,158.6,0.282,12.6,146,194.2
11920,2500,159.3,2.07,1652,84.1,30.8,12.2,21.5,1349,112.4,0.198,8.7,115,189.7
11921,1500,60.6,2.58,1032,74.1,25,19.8,22.4,2391,199.2,0.253,9.1,118,128.7
11922,1000,53.4,0.34,1785,83.7,31.4,17.1,24.2,2413,201.1,0.272,9.1,284,81.9
11923,3000,119.6,0.76,1618,88.1,32.7,11.6,22.2,1896,158,0.263,5.5,413,223.7
11924,1500,168.7,4.97,1935,88.1,32.3,13.6,23,2008,167.3,0.173,11.5,126,142.7
11925,2500,74.1,4.36,2150,70.3,26.7,12.2,19.4,1461,121.8,0.1,10.6,142,179.7
11926,1000,175.5,0.67,2153,69.4,30.4,10.9,20.6,1385,115.4,0.248,12.6,169,135.4
11927,1000,148.5,2.9,2083,81.8,30.5,16.4,23.4,1404,117,0.207,8.3,276,142.2
11928,2000,99.8,1.9,1153,79.6,31.5,11,21.2,1609,134.1,0.28,5.5,447,155.8
11929,1500,127.4,2.72,1626,71.8,33.3,14,23.6,2394,199.5,0.23,10.5,222,123.9
11930,2000,194.8,2.35,2224,66.9,32,16.7,24.4,1463,121.9,0.215,13.2,320,197.3
11931,2000,82.5,0.24,1981,78.6,26.4,11.6,19,1432,119.3,0.292,13.4,128,186.7
11932,1000,124.9,1.58,2022,72.9,25.2,18.8,22,1489,124.1,0.344,13,188,139.7
11933,1500,143.7,0.63,1340,64,26.4,11.8,19.1,1352,112.7,0.356,10.6,131,169.5
11934,2000,70.7,2.44,1488,79.2,25.4,16.1,20.8,2092,174.3,0.192,12.3,152,186.1
11935,1500,56.5,4.54,2434,80.9,29.4,19.2,24.3,1605,133.8,0.118,6.2,213,140.4
11936,2500,52,4.98,2270,70.9,27.8,11,19.4,1702,141.8,0.1,6.9,139,193.5
11937,2000,98.7,4.72,1247,85,25.1,11,18,2073,172.8,0.122,14.7,216,167.3
11938,1000,61.1,4.93,1817,62.2,25.8,11.3,18.6,1976,164.7,0.1,9.1,146,105.5
11939,2000,170.6,0.08,1736,74.9,29,13.6,21.3,1607,133.9,0.355,9,332,185
11940,1000,199.6,3.65,1665,88.7,34.4,16.7,25.5,1035,86.2,0.237,5.8,103,140.1
11941,1500,59.2,1.36,1706,65.7,34.9,15.4,25.2,2339,194.9,0.308,9.5,382,151.6
11942,1500,114.9,4.33,1964,65.2,25.5,13,19.2,1172,97.7,0.1,11.6,205,128.3
11943,2500,53.9,4.07,2451,71.4,33.3,16.2,24.8,2264,188.7,0.1,12.4,341,172.5
11944,3000,70.1,2.12,2313,68,29.8,14.5,22.2,2123,176.9,0.248,8.7,290,235.8
11945,2500,98.4,2.37,2313,66.6,31.2,13.5,22.4,2251,187.6,0.257,14.6,153,202.4
11946,2000,109.1,1.33,2055,88.5,30.1,13.8,22,2341,195.1,0.395,9.6,496,179.4
11947,1500,191,1.44,1026,70.3,34.2,13.6,23.9,1069,89.1,0.199,9.9,306,143.3
11948,2000,109.4,4.91,1661,61.8,29.8,15.1,22.4,1657,138.1,0.134,11.6,379,177.3
11949,2500,124.4,4.44,1767,87,26.7,13.8,20.2,1087,90.6,0.1,6.2,456,198.4
11950,3000,86.8,0.96,2264,73.4,32.8,13.2,23,1476,123,0.381,11.7,186,224.9
11951,1500,50,1.38,2384,82.1,30.1,13.2,21.6,1211,100.9,0.257,8.6,225,137.5
11952,1000,184.9,0.54,1677,71,26.2,12.2,19.2,1868,155.7,0.373,5.3,121,123.5
11953,2000,62.3,4.94,1451,88.1,29.6,12.1,20.8,1924,160.3,0.228,12.8,211,164.3
11954,2500,194.6,4.54,1506,68.6,31.9,12.9,22.4,1853,154.4,0.137,14.4,385,239.2
11955,2500,69.6,2.76,1868,79.9,28,19.7,23.8,1335,111.2,0.168,10.7,425,181.9
11956,2000,140.7,3.46,1412,84.7,34.1,12,23,1368,114,0.144,8.6,160,169.3
11957,3000,199.9,3.74,2366,67.1,33.5,14.4,24,1462,121.8,0.103,12,320,263.8
11958,2000,70.8,1.02,1628,84,30.7,19.1,24.9,1234,102.8,0.262,14.1,126,142
11959,3000,113.6,4.67,2485,83.8,25.5,10.1,17.8,1649,137.4,0.1,8.1,381,229.9
11960,3000,167.1,2.63,1164,88.9,30.8,16,23.4,2057,171.4,0.34,10.6,115,226.9
11961,2500,54.8,0.46,1282,87.7,29.2,18.7,24,2205,183.8,0.289,7.4,430,205.2
11962,2000,153.5,1.99,1767,71.7,32.2,11.7,22,1035,86.2,0.247,11.4,204,177.3
11963,1500,62.1,3.01,2302,77.7,27.7,18.1,22.9,1068,89,0.213,12.9,452,128.4
11964,2000,85.5,1.76,1531,87.8,31.1,16.5,23.8,1936,161.3,0.282,7.1,222,159.3
11965,2000,74,3.5,2256,60.1,30.5,18.2,24.4,1687,140.6,0.251,10.5,205,193.3
11966,2500,186.1,4.41,1638,78.8,30.3,10.7,20.5,1516,126.3,0.1,6.8,196,222.4
11967,1500,77.1,3.86,2279,66.5,26.2,10.7,18.4,2170,180.8,0.1,9.7,258,171.7
11968,1500,56.1,3.21,1416,82.2,29.9,11.4,20.6,1737,144.8,0.14,11.8,341,137.5
11969,2500,138.1,2.56,1708,83.9,30.5,19.8,25.2,1883,156.9,0.291,5.3,238,211.5
11970,1000,101.9,1.27,1418,81.4,34.3,18.8,26.6,1504,125.3,0.309,12.4,129,102.4
11971,2000,110.9,2.27,1323,89.9,29.6,15.7,22.6,1446,120.5,0.334,8.6,289,175
11972,2000,67.9,1.46,1632,74.4,31.4,15.3,23.4,2423,201.9,0.176,10.6,226,170.6
11973,2000,162.2,4.67,1502,76.8,30.7,12.6,21.6,2048,170.7,0.141,9.6,305,210.9
11974,1500,140.2,4.54,2181,72.3,27,12.1,19.6,1496,124.7,0.137,12.8,232,168.3
11975,2500,104.6,0.78,2121,89.2,26.8,12.3,19.6,2498,208.2,0.231,12.4,250,188.1
11976,2000,75.7,4.11,1538,87.7,32.4,17.3,24.8,1081,90.1,0.164,5,302,159.4
11977,3000,139,3.51,2488,89.6,30.2,16.3,23.2,1645,137.1,0.199,6.5,161,215.9
11978,2000,166.8,4.88,2461,89.5,34,15,24.5,2472,206,0.1,7.4,169,189.7
11979,1500,96.9,2.32,2377,86.9,34.1,18.3,26.2,2350,195.8,0.261,10.1,162,158.5
11980,1500,53.9,3.61,1880,87.9,28,10.6,19.3,1680,140,0.114,8,233,156.5
11981,1000,82.2,2.59,1618,63.6,26,10.4,18.2,2071,172.6,0.245,6.2,179,123
11982,2000,152.4,0.35,1470,65.2,28.4,18.2,23.3,1555,129.6,0.379,5.8,351,170.4
11983,1500,198.4,0.23,1023,86.6,25.7,14.2,20,1719,143.2,0.295,8.9,105,157.3
11984,2000,52,0.61,1948,81.8,32.8,16.7,24.8,1969,164.1,0.363,8.9,188,175
11985,2000,95.9,1.48,1830,86.2,26.5,14,20.2,1561,130.1,0.201,11.7,421,191.5
11986,1500,59.3,1.3,1945,83.1,33.7,14.4,24,2162,180.2,0.289,6.4,368,138.9
11987,1500,97.5,3.64,1864,64.2,29.2,10.2,19.7,1522,126.8,0.157,8.9,477,158.8
11988,2500,110.9,3.58,1207,87.5,27.8,15.3,21.6,1308,109,0.151,8.2,194,189
11989,3000,188.1,4.86,2043,83.1,30,10.4,20.2,1381,115.1,0.1,9.8,172,236.4
11990,1500,62.1,1.55,1541,77.1,31.1,13.5,22.3,2356,196.3,0.35,13.2,205,146.9
11991,1500,166.6,4.69,1774,76,32,11.4,21.7,2132,177.7,0.1,8.4,240,166.7
11992,3000,109.3,3.06,1548,77.2,28.4,12.2,20.3,2348,195.7,0.27,14.9,107,233.8
11993,1000,171.7,2.48,1033,71.7,34.8,19.1,27,2395,199.6,0.154,14.5,190,139.4
11994,3000,127,3.34,2315,84.1,29.2,19.7,24.4,1018,84.8,0.263,7.2,110,239.6
11995,1000,55.9,3.51,1223,87.3,33.3,10.3,21.8,1289,107.4,0.223,10.2,479,106.3
11996,2500,191.9,0.86,1873,67.6,25.3,19.1,22.2,1587,132.2,0.315,14.1,498,251.4
11997,2000,62.4,3.76,2325,61.1,32.8,18.5,25.6,1313,109.4,0.207,12.1,450,186.1
11998,3000,139.7,3.63,1332,66.1,30.5,15.2,22.8,1082,90.2,0.131,13.7,309,237.6
11999,2000,181.7,4.99,1618,82.7,31.4,14.8,23.1,2393,199.4,0.126,13,116,196.8
12000,2000,62,4.56,1567,86.1,28.7,13.9,21.3,2333,194.4,0.116,11.2,448,169.5
12001,1000,133.1,3.42,1134,70.5,30.4,16.5,23.4,1286,107.2,0.184,11.6,281,128.1
12002,1500,173.6,3.56,1635,64.6,34.3,11.8,23,1737,144.8,0.202,7.6,211,183.8
12003,2500,197.9,4.73,1719,85.8,28.9,10.7,19.8,2467,205.6,0.144,6.9,460,229.9
12004,2000,158.6,4.84,1040,66.4,26.1,19.8,23,1886,157.2,0.1,10.7,101,177
12005,3000,91.8,4.13,1732,67.3,32.2,18.2,25.2,1811,150.9,0.138,5.9,480,225.4
12006,2000,154.9,3.84,1141,62.8,30.1,13.8,22,1637,136.4,0.138,7.5,248,193.9
12007,2500,155.9,0.56,2339,87.3,29.2,10.7,20,1190,99.2,0.287,11.1,493,217.6
12008,2000,155,4.15,1975,69.8,32.8,19.6,26.2,1172,97.7,0.183,5.9,273,177.5
12009,3000,178.1,1.27,1085,65.2,30.6,10.5,20.6,2313,192.8,0.342,11.3,183,228.6
12010,3000,63.1,2.82,2241,88.6,31.3,10,20.6,1363,113.6,0.326,10.3,460,231.4
12011,2000,66.3,2.03,1542,70.1,34.3,12.9,23.6,1407,117.2,0.201,6.4,377,171.6
12012,2500,146.1,1.73,1338,82.4,25.6,17.5,21.6,1204,100.3,0.312,10,494,202.5
12013,2500,193.1,1.55,1381,66.9,27.6,18.5,23,1589,132.4,0.28,12.1,295,252
12014,1500,119.9,4.28,1897,81.8,34,15.8,24.9,1940,161.7,0.119,10.7,486,165.1
12015,2000,194.1,3.85,1122,67,32.9,14.6,23.8,1811,150.9,0.19,13.9,282,192.7
12016,1000,190.7,2.62,1088,79.1,26.9,10.1,18.5,1051,87.6,0.215,14.5,497,137.5
12017,2500,185.4,3.32,1941,73.2,26.7,13.5,20.1,1704,142,0.171,8.6,441,233
12018,1500,186.5,4.92,2473,84,33.3,10.8,22,1628,135.7,0.1,7.6,232,188.8
12019,1000,184.7,1.99,1725,81.9,30.5,12.2,21.4,1393,116.1,0.21,9.1,278,132.5
12020,2000,173,2.76,1620,88.1,33.6,10.7,22.2,1974,164.5,0.275,9.6,430,177.3
12021,2000,154.2,2.67,2421,71.3,34.2,19,26.6,2410,200.8,0.217,6.9,374,190.6
12022,2500,53.7,4.68,1361,82.6,25.7,17.1,21.4,2051,170.9,0.153,12.4,209,187.7
12023,3000,69.8,1.76,1361,89.1,34.7,14.5,24.6,1270,105.8,0.341,14.1,385,203
12024,2000,70.1,4.93,2358,70.1,32.2,19.3,25.8,1977,164.8,0.1,9.8,244,164.4
12025,1000,53.5,1.52,1970,68.7,33.3,12.1,22.7,1227,102.2,0.387,5.5,306,106.3
12026,2500,67.5,0.54,1081,83.1,31.3,19.5,25.4,1820,151.7,0.325,14.8,439,184.9
12027,2000,188,0.96,2011,73.4,28.1,10.7,19.4,2442,203.5,0.318,8.4,322,206.5
12028,2000,149.6,2.13,2230,72,31,18,24.5,2457,204.8,0.276,7.2,136,198.4
12029,2000,96.8,3.25,1411,76.4,30.2,13.3,21.8,2325,193.8,0.138,8.8,125,214.5
12030,2000,169,2.58,1574,88.1,34.3,11.3,22.8,1551,129.2,0.18,9.6,224,166.6
12031,2000,123.3,1.88,1297,62.5,30.6,16.6,23.6,2057,171.4,0.231,8,330,190.2
12032,2500,71.3,2.81,1950,74,25.3,16.4,20.8,1255,104.6,0.206,9.4,401,211.9
12033,2000,182.7,4.19,1996,63.3,31.9,19.3,25.6,2395,199.6,0.1,14.3,199,174.5
12034,2500,100.8,4.19,1103,86.5,25.5,12.8,19.2,1683,140.2,0.1,11.3,357,167.6
12035,2000,154.8,3.63,2017,64.1,34.4,17.7,26,1853,154.4,0.214,8.2,246,173.4
12036,1500,93.6,4.76,1988,62.7,29.9,19.2,24.5,1577,131.4,0.1,5.1,383,133.6
12037,2500,125,2.95,1053,88.9,34.7,14.6,24.7,1622,135.2,0.248,11.1,339,197.5
12038,2000,172.4,0.04,1833,76.9,25.3,14.2,19.8,1562,130.2,0.282,9,106,208.2
12039,1500,73.5,1.45,1921,84.8,30.3,13.7,22,1714,142.8,0.241,9.7,408,124
12040,2000,196.6,1.64,1645,74.1,27.3,19.8,23.6,2289,190.8,0.253,13.7,364,189.2
12041,2000,60.5,2.74,2352,73.1,31.4,16.1,23.8,2267,188.9,0.321,9.5,446,167.5
12042,2500,130.1,4.52,1493,87.3,30,19.2,24.6,1506,125.5,0.132,6.4,392,223.3
12043,2000,187.4,4.19,1101,89.7,30.7,14.5,22.6,1171,97.6,0.152,10.4,317,194
12044,2500,191.9,1.16,2008,78.6,28.6,18.8,23.7,1675,139.6,0.279,12.1,263,224.5
12045,1000,84.8,2.6,1908,87.5,25.5,14.6,20,1008,84,0.172,8,206,128.5
12046,2000,71.6,3.3,2484,85.9,26.1,11.6,18.8,2122,176.8,0.218,7.5,472,162
12047,3000,158.7,4.94,1347,76.3,33.6,16,24.8,1004,83.7,0.1,8.7,396,236.5
12048,2500,56.3,0.16,1593,88.2,32,18.7,25.4,1310,109.2,0.41,8.9,469,196.1
12049,1500,122.8,2.32,1692,66.3,32.7,10.3,21.5,1226,102.2,0.163,6.8,174,148.6
12050,1500,169.5,4.94,2292,86.5,26.2,12.8,19.5,2310,192.5,0.17,11.4,368,152
12051,2000,134,4.89,1622,69.3,25.5,19.5,22.5,2499,208.2,0.109,12.7,148,188
12052,2000,78.2,1.65,2158,60.9,25.2,12.7,19,1219,101.6,0.212,11.2,273,164.2
12053,2500,123.1,0,1235,83.6,30.2,14,22.1,1853,154.4,0.363,10,405,218.3
12054,2500,188.2,2.93,1615,87.9,30,13.3,21.6,2239,186.6,0.163,10.7,429,196.5
12055,2000,142.6,4.33,1232,66.5,26.1,12.6,19.4,1529,127.4,0.181,10.1,205,192.9
12056,2500,158.2,1.62,2425,76,28.5,13.9,21.2,1382,115.2,0.255,9.6,273,216.9
12057,2000,100.4,4.67,1267,82.5,30.3,18.5,24.4,1437,119.8,0.1,5.3,317,182
12058,1500,78.3,1.66,1629,69.9,31.8,13.3,22.6,1484,123.7,0.229,10.4,230,127.2
12059,2000,88.3,3.05,1123,64.4,33.1,17,25,1385,115.4,0.144,5.7,205,160.4
12060,3000,130,3.61,2382,71.8,31.4,12.5,22,1100,91.7,0.236,10.5,444,249.1
12061,2500,92,1.73,1936,73.7,25.3,11.8,18.6,2379,198.2,0.201,10,232,214.9
12062,2000,131.3,1.76,2444,82.3,30.9,18.1,24.5,2350,195.8,0.257,13.5,274,216.9
12063,2000,156.2,2.35,1063,66,25.9,11.3,18.6,2278,189.8,0.235,9.1,313,187.3
12064,3000,160.2,4.18,1262,84.5,30.6,17.7,24.2,2150,179.2,0.118,14.5,276,238.9
12065,2000,74.7,0.5,1570,75.1,28.8,16.4,22.6,2122,176.8,0.251,9.6,445,178.4
12066,2000,162.6,3.16,1932,87.1,27.9,15.4,21.6,2059,171.6,0.296,14.5,188,191.3
12067,3000,150.9,3.39,1494,77,29.8,14.6,22.2,2278,189.8,0.16,6.6,167,232.9
12068,2500,51.8,2.79,2068,73.4,28.8,15.4,22.1,1082,90.2,0.135,13.7,376,200
12069,2000,58.8,4.68,1248,68.6,33.3,11.3,22.3,2155,179.6,0.1,12.8,440,158.4
12070,2000,146.9,3.01,1901,63.2,27.3,12.5,19.9,2303,191.9,0.194,7.4,498,202.9
12071,2000,107.6,3.17,1597,71.2,26.4,10.2,18.3,1973,164.4,0.174,15,415,156
12072,1500,71.9,3,1762,72.4,33.4,17,25.2,2273,189.4,0.123,7.6,270,142.9
12073,3000,56.7,3.61,1854,77,27.4,18,22.7,1446,120.5,0.178,10,316,193.8
12074,2000,73.9,0.68,1090,85.8,25.3,16.9,21.1,1542,128.5,0.255,12.2,116,172.7
12075,2500,193.6,4.47,2386,73.9,28.9,17.1,23,1915,159.6,0.158,5,437,228.9
12076,1500,159.1,0.21,2179,69.4,33.2,18.6,25.9,1212,101,0.347,8.5,351,171.7
12077,2000,129.2,3.2,1664,86.2,29.3,17,23.2,1287,107.2,0.172,10.7,200,164.6
12078,1000,191.2,3.08,1821,82,29.7,13.5,21.6,2491,207.6,0.357,10.9,370,153.6
12079,2500,142.9,1.04,1049,69.2,25.5,12.4,19,2181,181.8,0.261,12.6,184,201.2
12080,2000,158.8,0.2,1747,65,32.1,14.1,23.1,1169,97.4,0.32,10.4,398,177.6
12081,2000,92.4,0.69,1639,68.7,28.4,14.6,21.5,1175,97.9,0.382,14.9,182,155.4
12082,1000,138.3,1.36,1562,63.7,32.3,12.7,22.5,1589,132.4,0.308,11.5,229,112.2
12083,1500,71.5,4.41,2223,87.1,29.1,12.9,21,2497,208.1,0.1,11.5,407,153
12084,1000,110.7,4.28,1273,78.4,30.3,17.1,23.7,2463,205.2,0.152,9.4,471,121.4
12085,1500,55,0.32,1264,85.9,30.9,12.1,21.5,1709,142.4,0.382,9.6,131,134.6
12086,2000,82.5,1.45,1783,84.6,27,17.7,22.4,1663,138.6,0.143,9.9,400,168.7
12087,2000,61.2,4.45,2031,64.6,27.9,12.6,20.2,1884,157,0.1,14.6,325,169.6
12088,2000,108.2,1.18,1034,73.3,30.9,14.1,22.5,1993,166.1,0.375,10.8,334,159.5
12089,2000,176.5,4.98,1819,89.2,33.2,12.8,23,1397,116.4,0.1,5.5,184,191.5
12090,1500,106.7,1.28,1448,67,34.6,18.2,26.4,1256,104.7,0.347,11.6,239,143.1
12091,1500,174.7,3.7,2135,61.5,30.2,13.9,22,2225,185.4,0.115,6.7,445,191.7
12092,1500,148.5,2.09,1703,70.4,25.7,19.8,22.8,1531,127.6,0.246,9.2,184,168.3
12093,2500,126.4,0.68,2251,75.3,34.6,16,25.3,1059,88.2,0.311,5.9,477,207.7
12094,2000,85.5,1.28,1595,61.7,29.2,10.2,19.7,2287,190.6,0.237,6.6,265,138.2
12095,1500,188.3,3.38,2241,72.8,26,18.2,22.1,2102,175.2,0.1,12.6,333,136.8
12096,1500,58.1,1.69,2075,67.6,34.7,16.9,25.8,2082,173.5,0.297,8.7,255,120.6
12097,2500,153.3,3.02,2242,66.4,27.8,12.6,20.2,1977,164.8,0.159,5.5,279,244.5
12098,2500,143.2,1.03,2219,67.9,31.6,12.7,22.2,1621,135.1,0.389,12.2,324,223.9
12099,2000,116.2,2.24,1730,63.2,26.4,14.9,20.6,2332,194.3,0.212,5.1,497,177.2
12100,2000,86,2.56,1552,62.3,32.2,16.7,24.5,1548,129,0.201,13.1,492,186.5
12101,1500,114.6,2.06,2148,77.9,34.8,19,26.9,1402,116.8,0.264,10.6,463,161.3
12102,3000,180.9,0.99,1542,88.4,34.9,11.7,23.3,1809,150.8,0.262,13.5,104,262.6
12103,2500,175.5,2.31,1134,84.1,26.3,11.7,19,1695,141.2,0.23,7.8,340,209.2
12104,2000,191.2,3.46,2288,85,32.7,17,24.8,1051,87.6,0.1,6.7,476,198.3
12105,2500,96.2,4.82,1596,82.1,31.6,13.2,22.4,1430,119.2,0.149,5.7,245,197
12106,2500,108.1,3.95,1199,88.7,33,12.3,22.6,1572,131,0.1,12,312,211.3
12107,1500,52.8,0.81,1970,88.5,28.3,16.9,22.6,2188,182.3,0.354,14.1,299,146.1
12108,2000,191.4,1.36,2335,83.3,29,10.6,19.8,1596,133,0.262,12,227,190
12109,1500,99.4,0.39,2291,81.5,28.4,15.3,21.8,2410,200.8,0.295,11.1,189,161.8
12110,1500,110.6,0.68,1832,69.2,32.7,16.4,24.6,2111,175.9,0.284,5.1,179,159.5
12111,2500,186.2,1.25,1132,62.7,33.1,13.8,23.5,2229,185.8,0.298,8.6,429,222.7
12112,1500,129,1,2045,62.8,27.5,11.3,19.4,2336,194.7,0.309,14.4,337,158.1
12113,2500,134.9,1.07,1913,82.1,30.7,13.4,22,1294,107.8,0.27,10.5,305,186.4
12114,3000,76.4,1.15,1315,60.9,26.3,14.3,20.3,2204,183.7,0.238,7.6,155,225.3
12115,1000,124.8,1.5,2351,84.5,25.1,11.6,18.4,1290,107.5,0.211,6.2,333,97.6
12116,2000,187.7,0.63,1130,71,31.1,14.9,23,1824,152,0.192,8.9,134,175.2
12117,2500,133.8,1.39,1560,65.8,33.4,13.4,23.4,1459,121.6,0.33,6.4,109,226.2
12118,2500,88.3,3.44,1142,72.2,34.1,19,26.6,1747,145.6,0.184,14.6,377,180.4
12119,2500,54.7,1.18,2368,81.1,31.2,10.6,20.9,1316,109.7,0.348,13.4,464,198.8
12120,2000,100.4,0.86,1053,68.3,33.1,16.7,24.9,2442,203.5,0.348,9.7,226,197.6
12121,2000,135.9,0.34,1639,65.2,29,17.2,23.1,1999,166.6,0.373,14.9,342,187.3
12122,2000,56.4,2.5,2293,82.1,33.8,16.1,25,1376,114.7,0.196,6.5,205,172
12123,3000,141.5,4.21,1377,86.4,32.7,15.2,24,1355,112.9,0.144,6.6,199,216
12124,2000,128.5,0.3,1158,77.6,28.1,11.2,19.6,1237,103.1,0.278,6.6,217,200
12125,3000,167.5,2.71,1191,75.7,31,16.1,23.6,2166,180.5,0.237,6.4,417,236.7
12126,1500,54.3,3.25,1607,82.6,25.5,15.7,20.6,1719,143.2,0.193,9.9,259,146.7
12127,3000,167.1,2.96,1643,82,26.5,19.1,22.8,2342,195.2,0.224,12.7,436,243.9
12128,2000,128.1,4.39,2077,60.2,34.5,18.7,26.6,1002,83.5,0.108,11.4,443,169.2
12129,2000,105.6,4.33,1357,68.5,25.1,10.2,17.6,1745,145.4,0.18,9.2,281,189.9
12130,2000,194.8,0.29,2053,88,27,19.8,23.4,1731,144.2,0.309,5.3,306,214.1
12131,1500,74,1.8,2498,88.8,26.4,15.7,21,2474,206.2,0.214,8.4,284,167.8
12132,1500,131.2,3.35,2296,75.3,32,19.2,25.6,2088,174,0.252,7.7,170,128.1
12133,1500,98.1,4.76,1953,76.8,26.1,11.5,18.8,1809,150.8,0.133,7.3,375,148.6
12134,1500,129.1,4.02,2410,60,25.2,17,21.1,1872,156,0.117,8.9,450,144.3
12135,2000,132.8,0.88,2487,80.2,34.3,14.6,24.4,2049,170.8,0.221,11.9,379,199.9
12136,2500,63.4,1.4,1855,66.4,33.7,11.3,22.5,2378,198.2,0.249,12.4,478,210.7
12137,2000,149.2,3.82,1410,63.8,28.6,10.2,19.4,1096,91.3,0.1,6.9,332,202.2
12138,1500,145.2,2.36,2372,69.1,26,12.2,19.1,1096,91.3,0.173,11.2,350,153.5
12139,2500,165.4,2.74,2266,79.9,31.8,10.2,21,1308,109,0.184,8.2,488,233.3
12140,2000,63.6,3.04,1127,73.1,33.8,16,24.9,1663,138.6,0.222,7.4,349,175.2
12141,3000,94.6,0.52,2405,70.5,34.7,13,23.8,1524,127,0.313,15,491,223.3
12142,2000,147.5,4.28,1549,81.8,26.3,19.5,22.9,1078,89.8,0.1,5.6,362,204.5
12143,1500,70.5,4.32,1483,84.4,31,16.3,23.6,1898,158.2,0.192,13.5,292,155.6
12144,2000,151.6,2.34,1515,86.1,29.3,17.6,23.5,2265,188.8,0.179,9,301,154.5
12145,2000,58.9,3.13,1480,73.3,26.6,14.3,20.5,1084,90.3,0.1,14.4,276,143.5
12146,1000,100.2,3.3,1774,81.5,33.1,12.7,22.9,1785,148.8,0.225,7,145,115.5
12147,1000,177,0.95,1870,86.6,32.8,17.7,25.2,2472,206,0.281,15,111,145
12148,1500,166.1,0.56,1638,87.3,34.6,14.7,24.6,1075,89.6,0.356,12.5,443,186.5
12149,1500,146.7,0.1,1619,74.8,25.9,20,23,1442,120.2,0.298,10.6,348,180.1
12150,2000,180.6,4.56,2106,70.7,27.4,15.9,21.6,1663,138.6,0.1,12.6,447,188.7
12151,2000,156.4,1.73,1005,87,33.3,18.5,25.9,1260,105,0.2,12.4,175,184.8
12152,1500,127.9,0.43,2420,67.8,29,12.9,21,1827,152.2,0.327,8.4,381,137.5
12153,2000,197,2.33,2072,83.9,29.8,14.3,22,2278,189.8,0.267,14.3,463,211.4
12154,2000,154.2,0.38,2061,87.3,31.1,12.4,21.8,1549,129.1,0.378,14.4,168,192.2
12155,1500,140.2,0.43,1633,82.2,29.1,17.8,23.5,1013,84.4,0.396,7.7,217,154.9
12156,1000,111.3,2.44,2449,80.4,25.4,17.6,21.5,1921,160.1,0.25,7.6,280,121.7
12157,1000,185.4,2.54,1000,61.5,31,15.9,23.4,2323,193.6,0.16,13.6,193,150.8
12158,2000,94.4,2.9,1115,66.1,27.3,17.3,22.3,2190,182.5,0.259,8.1,428,181.3
12159,1500,51.4,3.28,2206,80,34.7,13.6,24.2,1976,164.7,0.19,14.2,348,147.8
12160,2000,79.5,3.34,2108,83.6,31.9,18.8,25.4,2163,180.2,0.225,11.6,152,207.5
12161,2000,66.4,2.16,1407,61.9,33.4,19.2,26.3,1484,123.7,0.207,14.6,110,178.8
12162,2000,97.8,3.22,1892,60.6,34.5,16.6,25.6,1729,144.1,0.182,13.2,435,175.1
12163,1500,173.9,1.52,1798,69.3,25.6,13.7,19.6,1577,131.4,0.27,13.4,123,186.7
12164,2000,147.7,2.21,1791,79.3,26.5,18.4,22.4,1060,88.3,0.177,5.8,181,158.9
12165,2000,75.3,1.97,1893,75.4,33.1,19.8,26.4,1368,114,0.154,10,364,187.3
12166,2500,168.3,1.65,2491,60.3,33.8,15.8,24.8,1745,145.4,0.232,9.1,410,220.9
12167,2500,125.6,1.19,2481,64.5,25,16.6,20.8,1968,164,0.352,12.8,464,210.3
12168,2000,126.9,0.39,2473,82.6,34.5,18.5,26.5,1029,85.8,0.311,8.2,137,180.9
12169,2000,104.3,2.53,1823,68.9,29.5,16.7,23.1,2390,199.2,0.215,11.8,494,178.7
12170,2000,179.7,2.69,1477,63.5,29.6,12,20.8,1896,158,0.2,11.9,223,185
12171,2500,97.7,1.68,1840,61.5,33.8,14.2,24,2252,187.7,0.303,8.1,150,198.9
12172,1000,64.1,4.88,1934,85.5,27.9,16.1,22,1277,106.4,0.1,10.7,313,95.7
12173,3000,95.4,2.78,1467,74.1,30.8,14.6,22.7,1941,161.8,0.245,12,494,220.8
12174,2000,157.3,4.45,1949,75.1,28.3,16.8,22.6,1122,93.5,0.109,11.4,287,184.6
